,cpu_clock,l2_size,l3_size,num-cpus,mem_clock,mem_size
453,2.6218565,592.0,341344.0,70.0,3165.0,2023.0
454,2.5356076,987.0,45440.0,40.0,3180.0,1935.0
455,2.4012039,1022.0,51396.0,43.0,2841.0,521.0
456,2.1437788,1020.0,30963.0,40.0,2553.0,507.0
457,2.6495569,1020.0,66830.0,40.0,2849.0,590.0
458,2.4546118,1024.0,51054.0,36.0,2631.0,131.0
459,3.029332,1023.0,47270.0,22.0,2847.0,494.0
460,1.8932053,1021.0,24602.0,22.0,3010.0,468.0
461,2.7681108,1022.0,72435.0,43.0,2617.0,587.0
462,2.0889816,1022.0,53787.0,29.0,2544.0,258.0
463,2.6538084,1023.0,65283.0,50.0,2831.0,395.0
464,3.572385,270.0,145051.0,14.0,3199.0,278.0
465,3.5093992,985.0,185274.0,22.0,3036.0,2207.0
466,2.2559934,1022.0,57320.0,24.0,2561.0,239.0
467,2.1841702,1022.0,34847.0,40.0,2930.0,627.0
468,2.2982621,1013.0,79949.0,55.0,2541.0,484.0
469,1.8695468,1023.0,16070.0,17.0,2699.0,577.0
470,2.3850088,1018.0,74312.0,69.0,3071.0,1202.0
471,3.610484,1024.0,57280.0,17.0,3048.0,1123.0
472,2.6248739,1022.0,69265.0,28.0,2723.0,430.0
473,2.1706111,1022.0,54388.0,34.0,2521.0,258.0
474,2.4117866,993.0,80868.0,39.0,3016.0,708.0
475,2.2159483,1002.0,143342.0,80.0,3063.0,655.0
476,3.07822,1023.0,70032.0,17.0,2708.0,538.0
477,1.9576696,1019.0,41438.0,24.0,2591.0,208.0
478,2.5820644,1022.0,43067.0,37.0,2999.0,1055.0
479,3.3511994,1022.0,73771.0,17.0,2618.0,339.0
480,2.0554595,1021.0,44357.0,31.0,2538.0,297.0
481,3.2414527,1006.0,66436.0,33.0,3173.0,1550.0
482,2.5888097,1023.0,41891.0,27.0,3066.0,682.0
483,2.4803336,1022.0,57609.0,11.0,2829.0,261.0
484,3.0229087,339.0,73029.0,15.0,3194.0,107.0
485,3.030804,388.0,527439.0,58.0,3194.0,1898.0
486,2.290926,1018.0,45078.0,40.0,3165.0,1083.0
487,2.2769628,1019.0,62305.0,59.0,2626.0,554.0
488,2.084007,1019.0,62460.0,47.0,2313.0,325.0
489,3.9922428,256.0,2060.0,2.0,3200.0,32.0
490,2.6317742,1022.0,89511.0,33.0,2676.0,371.0
491,2.734059,1023.0,57404.0,42.0,2549.0,733.0
492,2.361139,1024.0,53547.0,49.0,2802.0,1128.0
493,2.1305358,1020.0,52663.0,36.0,2664.0,358.0
494,2.0131533,959.0,82568.0,39.0,3014.0,288.0
495,2.170648,1018.0,71473.0,55.0,2677.0,385.0
496,2.6946306,1022.0,61989.0,32.0,2524.0,305.0
497,2.7616422,1022.0,33960.0,41.0,3011.0,932.0
498,2.4974136,1008.0,144411.0,60.0,3108.0,1031.0
499,3.552688,1023.0,75908.0,28.0,2829.0,1319.0
500,2.7372482,1015.0,120961.0,54.0,2747.0,914.0
501,3.0479627,1023.0,77045.0,38.0,2810.0,1364.0
502,3.4389741,1023.0,47990.0,19.0,2277.0,861.0
503,2.8634171,917.0,38819.0,29.0,3111.0,1281.0
504,2.0054414,1022.0,60017.0,63.0,2628.0,619.0
505,1.9814837,1019.0,58523.0,89.0,2901.0,823.0
506,2.7672052,1022.0,43295.0,32.0,2875.0,597.0
507,2.051741,970.0,97951.0,63.0,3130.0,617.0
508,2.2219524,1022.0,41264.0,37.0,2880.0,493.0
509,1.8100777,1023.0,18707.0,15.0,2749.0,150.0
510,2.2104976,1021.0,96050.0,58.0,2721.0,616.0
511,3.1658173,300.0,265214.0,61.0,3199.0,635.0
512,3.787955,1023.0,32475.0,11.0,3117.0,925.0
513,2.354001,1020.0,69023.0,42.0,2539.0,377.0
514,1.7648537,1023.0,13281.0,18.0,2854.0,340.0
515,2.1856377,1020.0,56546.0,61.0,2882.0,535.0
516,3.2877321,1023.0,44745.0,25.0,3003.0,575.0
517,2.1499715,1020.0,44151.0,39.0,2765.0,353.0
518,2.1380494,1018.0,81098.0,54.0,2531.0,393.0
519,2.3057582,821.0,180642.0,52.0,3071.0,867.0
520,2.199151,1020.0,63771.0,58.0,2929.0,611.0
521,2.1268036,1023.0,42614.0,64.0,2378.0,1933.0
522,2.670698,1022.0,61478.0,40.0,2844.0,650.0
523,3.9244838,283.0,4618.0,3.0,3200.0,40.0
524,2.9495432,1023.0,96708.0,81.0,37.0,2080.0
525,2.0706434,1014.0,71420.0,63.0,2806.0,582.0
526,2.107258,1023.0,40222.0,25.0,2868.0,265.0
527,2.4933653,1023.0,32853.0,38.0,3166.0,1645.0
528,2.0677643,1022.0,70464.0,41.0,2857.0,484.0
529,2.2688022,1022.0,35480.0,27.0,3007.0,697.0
530,1.8003616,1023.0,39447.0,17.0,2579.0,147.0
531,2.2766197,1021.0,49367.0,41.0,2783.0,446.0
532,2.1969965,981.0,176829.0,103.0,2816.0,1064.0
533,2.273146,1023.0,49194.0,41.0,2942.0,530.0
534,3.4804032,316.0,102222.0,15.0,3199.0,259.0
535,2.626634,856.0,137674.0,50.0,3182.0,748.0
536,2.7004728,1021.0,52196.0,29.0,2954.0,754.0
537,2.7869372,1022.0,50671.0,28.0,2763.0,351.0
538,2.6940014,1021.0,40002.0,23.0,2571.0,286.0
539,2.3307097,1020.0,49030.0,35.0,2761.0,362.0
540,2.1195192,906.0,215670.0,78.0,3084.0,1178.0
541,3.19104,1023.0,30450.0,17.0,2993.0,398.0
542,2.2806723,1019.0,11768.0,25.0,3118.0,240.0
543,2.167373,1022.0,83979.0,35.0,2486.0,196.0
544,2.440077,1023.0,153446.0,52.0,32.0,549.0
545,2.341917,1018.0,52201.0,41.0,2684.0,378.0
546,2.9007328,1023.0,42083.0,36.0,2907.0,602.0
547,2.303593,1020.0,98167.0,52.0,2539.0,280.0
548,2.1674683,1022.0,47632.0,45.0,2822.0,593.0
549,2.315487,1021.0,69467.0,44.0,2705.0,371.0
550,2.8154116,578.0,348133.0,98.0,3191.0,1377.0
551,2.4323666,1021.0,80528.0,122.0,3.0,2396.0
552,2.190597,1023.0,26818.0,15.0,3108.0,1328.0
553,3.9993522,256.0,2074.0,2.0,3200.0,32.0
554,1.9049098,1021.0,65709.0,54.0,2642.0,335.0
555,2.8328326,990.0,140821.0,54.0,3142.0,1151.0
556,2.209334,1021.0,48023.0,67.0,3149.0,1256.0
557,3.211547,1024.0,52096.0,24.0,2718.0,289.0
558,2.9941177,368.0,205654.0,35.0,3195.0,411.0
559,2.525716,1021.0,46002.0,48.0,3098.0,970.0
560,2.2699723,1022.0,31475.0,34.0,2936.0,259.0
561,2.3008294,999.0,82917.0,81.0,0.0,2832.0
562,2.6962354,1022.0,54653.0,36.0,2857.0,588.0
563,2.2213683,955.0,177687.0,75.0,2926.0,1015.0
564,3.8407211,540.0,6325.0,4.0,3200.0,302.0
565,2.8116748,1023.0,34324.0,17.0,3017.0,469.0
566,2.8342178,816.0,285643.0,52.0,3154.0,2121.0
567,1.9379313,1022.0,20280.0,45.0,2976.0,605.0
568,2.825564,864.0,148917.0,54.0,3180.0,358.0
569,1.8984672,1000.0,102877.0,67.0,2638.0,405.0
570,2.4091427,1021.0,53447.0,67.0,3023.0,1243.0
571,1.9784013,1017.0,56058.0,112.0,3191.0,1580.0
572,2.790348,1021.0,49819.0,35.0,2780.0,539.0
573,2.1277566,1007.0,51983.0,46.0,2534.0,1723.0
574,2.795031,1023.0,58328.0,45.0,2939.0,1034.0
575,2.6033936,1024.0,29257.0,31.0,3099.0,1099.0
576,2.0311203,1023.0,23178.0,16.0,2874.0,334.0
577,2.8738558,1023.0,114028.0,51.0,2181.0,538.0
578,2.2438407,1020.0,48389.0,35.0,2791.0,454.0
579,1.8922776,1023.0,18871.0,21.0,2798.0,248.0
580,2.3554409,1023.0,19865.0,48.0,3156.0,1986.0
581,2.1041024,1022.0,32509.0,26.0,3063.0,652.0
582,2.3616354,1019.0,79303.0,45.0,2709.0,425.0
583,1.9856775,1017.0,51402.0,35.0,2814.0,352.0
584,2.7581732,1022.0,92353.0,33.0,2725.0,406.0
585,2.7802353,1023.0,41217.0,30.0,3060.0,1003.0
586,2.056213,1023.0,14114.0,15.0,2687.0,260.0
587,3.999984,256.0,2048.0,2.0,3200.0,32.0
588,2.1397247,1023.0,50463.0,38.0,2864.0,333.0
589,3.9999769,256.0,2048.0,2.0,3200.0,32.0
590,1.8860351,1003.0,50026.0,52.0,3133.0,464.0
591,2.3646128,1023.0,77164.0,58.0,2898.0,834.0
592,2.1803143,777.0,160433.0,58.0,2956.0,1069.0
593,2.3580186,1022.0,77267.0,66.0,2670.0,937.0
594,2.003122,1017.0,54519.0,64.0,2132.0,591.0
595,3.3465762,857.0,21254.0,8.0,3012.0,82.0
596,2.2718897,1004.0,27981.0,14.0,2498.0,425.0
597,2.5546699,941.0,124662.0,50.0,3186.0,1345.0
598,1.9212747,1022.0,32157.0,35.0,2692.0,343.0
599,2.4931893,1022.0,57405.0,38.0,2604.0,358.0
600,3.2691317,1018.0,178722.0,96.0,518.0,2257.0
601,3.9842706,257.0,4297.0,3.0,3200.0,34.0
602,1.9314705,1022.0,45582.0,34.0,2572.0,266.0
603,1.9713113,1019.0,81320.0,52.0,2751.0,420.0
604,2.6888294,1022.0,33746.0,20.0,2768.0,305.0
605,3.9889367,256.0,4333.0,2.0,3200.0,36.0
606,2.2766666,1024.0,35507.0,77.0,3108.0,2251.0
607,3.993008,256.0,2780.0,2.0,3200.0,33.0
608,2.5203779,915.0,149243.0,48.0,3191.0,595.0
609,2.3816752,1023.0,52355.0,28.0,3036.0,560.0
610,2.6986547,1022.0,76793.0,36.0,2975.0,1011.0
611,3.0098052,1023.0,216805.0,65.0,238.0,1103.0
612,2.730897,1023.0,38840.0,43.0,3023.0,622.0
613,2.0295055,1011.0,82396.0,75.0,2598.0,477.0
614,2.6949465,1023.0,61328.0,38.0,2842.0,467.0
615,2.4771938,1018.0,61593.0,58.0,2885.0,558.0
616,3.7773314,1024.0,76555.0,11.0,3004.0,560.0
617,2.8369734,1021.0,67885.0,42.0,2703.0,516.0
618,2.7291148,1017.0,87794.0,52.0,2940.0,1109.0
619,2.0751147,1023.0,49743.0,43.0,2568.0,265.0
620,2.062183,1017.0,83778.0,67.0,2919.0,1016.0
621,1.9502555,987.0,155278.0,76.0,2706.0,599.0
622,3.993281,256.0,3652.0,2.0,3200.0,33.0
623,2.0851367,851.0,267573.0,104.0,3142.0,1242.0
624,2.4320383,1021.0,51500.0,51.0,2928.0,1032.0
625,2.088081,1014.0,79630.0,55.0,3013.0,499.0
626,2.4030018,685.0,320636.0,86.0,3146.0,1296.0
627,2.6281817,1023.0,60636.0,22.0,2752.0,461.0
628,2.3630846,1022.0,40800.0,36.0,2941.0,561.0
629,2.8034153,1022.0,151181.0,45.0,1260.0,1429.0
630,2.1812277,1024.0,22310.0,51.0,1712.0,1290.0
631,3.0236094,448.0,241922.0,32.0,3187.0,493.0
632,2.9728503,1022.0,63243.0,29.0,2812.0,359.0
633,2.5066001,1016.0,96110.0,68.0,3081.0,1373.0
634,2.172879,1023.0,43108.0,30.0,2558.0,155.0
635,2.0744672,911.0,191353.0,80.0,2957.0,780.0
636,2.2638476,965.0,96230.0,70.0,2992.0,429.0
637,3.0391111,417.0,2239.0,2.0,1.0,36.0
638,2.504003,934.0,119728.0,48.0,3133.0,460.0
639,2.2759151,1018.0,82456.0,36.0,2687.0,357.0
640,2.871658,1022.0,81222.0,39.0,2696.0,462.0
641,2.3399704,1021.0,51761.0,50.0,2456.0,357.0
642,2.508459,881.0,106957.0,48.0,3055.0,433.0
643,3.9885998,256.0,2111.0,2.0,3200.0,32.0
644,2.4289029,1022.0,48109.0,46.0,3040.0,1182.0
645,2.7319813,1021.0,64341.0,23.0,2599.0,334.0
646,2.7891607,1020.0,53151.0,40.0,2978.0,899.0
647,2.0665495,1020.0,42512.0,32.0,2688.0,398.0
648,2.3035746,1021.0,45190.0,38.0,2747.0,721.0
649,3.2627013,434.0,51500.0,22.0,3200.0,351.0
650,2.1042933,1021.0,40114.0,26.0,2905.0,287.0
651,2.1870625,1021.0,44714.0,46.0,2808.0,420.0
652,2.8452795,1022.0,128442.0,54.0,2719.0,1443.0
653,2.6465576,898.0,337248.0,86.0,3091.0,2534.0
654,2.2712548,1023.0,26012.0,35.0,3117.0,888.0
655,2.3016448,1022.0,28533.0,40.0,2868.0,730.0
656,2.0871477,1021.0,50173.0,33.0,2745.0,333.0
657,3.1440034,697.0,10460.0,9.0,3194.0,64.0
658,2.4195158,1022.0,58025.0,51.0,2793.0,580.0
659,2.1000226,1022.0,27056.0,9.0,2749.0,234.0
660,2.1742926,1021.0,43273.0,30.0,2891.0,760.0
661,2.0321128,1020.0,40510.0,35.0,2903.0,502.0
662,2.7850919,1022.0,55240.0,27.0,2758.0,282.0
663,3.2455833,1022.0,53650.0,25.0,2907.0,675.0
664,2.4853005,1022.0,73425.0,51.0,2269.0,381.0
665,2.8061895,1022.0,76083.0,27.0,2856.0,2263.0
666,2.0099738,1021.0,43848.0,92.0,3133.0,1864.0
667,2.2186,1020.0,53073.0,42.0,2869.0,422.0
668,3.2168055,1023.0,61798.0,19.0,2822.0,281.0
669,2.393874,1003.0,101259.0,64.0,3086.0,895.0
670,3.7676647,260.0,68922.0,11.0,3200.0,104.0
671,2.465289,1017.0,59030.0,36.0,2823.0,522.0
672,2.227675,1023.0,54013.0,30.0,2844.0,417.0
673,3.669326,1024.0,88617.0,17.0,2817.0,785.0
674,2.2299907,923.0,123608.0,45.0,3094.0,367.0
675,2.637965,1023.0,88707.0,42.0,2430.0,228.0
676,1.9543512,1001.0,7584.0,13.0,223.0,1149.0
677,2.4080417,709.0,317198.0,87.0,2972.0,787.0
678,3.7685165,263.0,16677.0,4.0,3199.0,59.0
679,2.7948349,1022.0,34188.0,23.0,2935.0,941.0
680,2.2046633,1020.0,61131.0,61.0,2712.0,778.0
681,2.0030546,922.0,117169.0,44.0,3094.0,951.0
682,2.6751554,1023.0,60601.0,32.0,2614.0,283.0
683,2.4143612,484.0,187567.0,32.0,3178.0,148.0
684,2.7818987,1022.0,56595.0,38.0,2822.0,472.0
685,2.4439178,1021.0,82523.0,46.0,2784.0,489.0
686,2.064138,941.0,27882.0,31.0,187.0,1368.0
687,2.8517401,1022.0,66118.0,35.0,2707.0,417.0
688,3.6776955,1024.0,62316.0,17.0,2410.0,884.0
689,2.4968185,1021.0,64946.0,60.0,3007.0,982.0
690,2.9319828,1016.0,82334.0,29.0,3147.0,861.0
691,1.9740872,1016.0,61244.0,77.0,2649.0,548.0
692,2.6067977,1022.0,59288.0,27.0,2598.0,260.0
693,2.2924476,1020.0,52804.0,30.0,2743.0,358.0
694,1.9703392,851.0,290700.0,108.0,2913.0,845.0
695,2.2309222,1022.0,63895.0,58.0,2763.0,465.0
696,2.6582594,1022.0,69666.0,50.0,2832.0,720.0
697,2.8967214,1022.0,69200.0,37.0,2792.0,632.0
698,2.2198973,1023.0,26624.0,54.0,2974.0,1758.0
699,2.4999983,1012.0,97094.0,83.0,2940.0,1819.0
700,1.9357737,1020.0,68882.0,48.0,2413.0,259.0
701,2.0242162,907.0,174782.0,90.0,3133.0,949.0
702,3.497563,1023.0,360797.0,93.0,0.0,1508.0
703,2.1243258,1022.0,43976.0,27.0,2811.0,279.0
704,2.0003579,1023.0,55801.0,40.0,2662.0,225.0
705,1.8603479,1021.0,36634.0,19.0,2656.0,186.0
706,2.7605429,1019.0,19279.0,18.0,3189.0,1519.0
707,3.9999962,256.0,2048.0,2.0,3200.0,32.0
708,2.3762455,517.0,299924.0,49.0,3120.0,224.0
709,3.043125,1020.0,140379.0,92.0,1584.0,2453.0
710,3.2022316,1023.0,40111.0,23.0,2921.0,484.0
711,2.0825434,1018.0,73469.0,35.0,2728.0,246.0
712,2.3661523,1022.0,40781.0,20.0,2564.0,413.0
713,2.8206549,1023.0,37939.0,15.0,2976.0,327.0
714,2.1245587,1022.0,46220.0,62.0,2452.0,262.0
715,2.4374895,1020.0,49836.0,42.0,3017.0,977.0
716,2.131616,1022.0,52365.0,34.0,2473.0,260.0
717,2.8204966,282.0,446389.0,49.0,3186.0,1075.0
718,2.1882741,922.0,3665.0,8.0,2.0,77.0
719,2.7973478,1021.0,68382.0,43.0,2933.0,1080.0
720,2.4457216,1024.0,42445.0,41.0,2882.0,1255.0
721,2.1320512,1003.0,79835.0,92.0,3041.0,1001.0
722,3.9979045,256.0,2127.0,2.0,3200.0,32.0
723,2.3975272,572.0,141676.0,27.0,3077.0,103.0
724,2.8539703,1022.0,47639.0,36.0,3011.0,833.0
725,2.459903,1021.0,46745.0,54.0,2965.0,938.0
726,2.22243,944.0,233311.0,126.0,3002.0,1663.0
727,2.279254,1023.0,32744.0,23.0,2956.0,302.0
728,3.8077435,1023.0,48132.0,13.0,2987.0,671.0
729,2.0620897,1019.0,53541.0,53.0,2643.0,340.0
730,2.0952501,1017.0,47875.0,49.0,3138.0,877.0
731,3.6118767,277.0,8057.0,4.0,3193.0,146.0
732,2.7231312,1022.0,39556.0,48.0,3000.0,1774.0
733,2.8958254,1019.0,70973.0,38.0,2765.0,705.0
734,2.2097585,1020.0,49064.0,42.0,2722.0,424.0
735,2.3811605,996.0,146508.0,63.0,3092.0,574.0
736,2.1659498,1022.0,42830.0,33.0,2620.0,251.0
737,3.5718377,740.0,2986.0,3.0,3189.0,45.0
738,1.930205,1001.0,55575.0,54.0,3183.0,815.0
739,2.9027386,1022.0,16709.0,31.0,2421.0,1472.0
740,2.0521066,911.0,180523.0,77.0,2921.0,627.0
741,2.225504,1020.0,55035.0,47.0,2914.0,683.0
742,2.4060202,1021.0,54114.0,42.0,2642.0,430.0
743,1.996469,1020.0,53610.0,54.0,2877.0,1017.0
744,2.7556567,832.0,14972.0,6.0,1.0,388.0
745,2.3038325,1013.0,62906.0,53.0,2713.0,528.0
746,2.0523593,1009.0,63658.0,76.0,3098.0,987.0
747,3.8866327,267.0,4174.0,4.0,3200.0,37.0
748,2.535597,1023.0,59352.0,27.0,2905.0,365.0
749,3.951279,257.0,14225.0,4.0,3200.0,53.0
750,2.6326709,1023.0,61439.0,91.0,3035.0,3054.0
751,2.103125,1022.0,43474.0,41.0,2568.0,311.0
752,2.533416,1023.0,67473.0,55.0,2848.0,741.0
753,1.9427111,1013.0,18577.0,32.0,3169.0,843.0
754,1.9603137,1022.0,34743.0,23.0,2711.0,356.0
755,2.7532573,1022.0,60116.0,32.0,2826.0,561.0
756,2.833312,548.0,61445.0,18.0,3180.0,263.0
757,2.1069424,1023.0,28511.0,24.0,2928.0,447.0
758,2.9031665,1021.0,138090.0,40.0,352.0,2021.0
759,3.6533644,291.0,35601.0,9.0,3200.0,207.0
760,2.4151363,1021.0,74236.0,36.0,2705.0,490.0
761,2.4094746,1019.0,54481.0,33.0,2659.0,431.0
762,2.0284424,1015.0,48109.0,36.0,3160.0,405.0
763,2.7681532,1019.0,59335.0,53.0,2931.0,1643.0
764,1.8679183,1022.0,46555.0,39.0,2337.0,233.0
765,3.9984434,256.0,2216.0,2.0,3200.0,32.0
766,2.916043,1022.0,69567.0,30.0,2755.0,457.0
767,2.627395,1022.0,59300.0,65.0,3031.0,1443.0
768,2.1441343,1020.0,51099.0,39.0,2750.0,293.0
769,2.74359,1022.0,42504.0,30.0,3014.0,909.0
770,2.840582,1020.0,50689.0,34.0,2990.0,860.0
771,3.6413212,278.0,85693.0,15.0,3198.0,188.0
772,2.3198903,1022.0,41576.0,46.0,2839.0,400.0
773,2.1966548,1002.0,40708.0,41.0,3180.0,360.0
774,2.193847,909.0,145545.0,68.0,3000.0,801.0
775,3.2372758,1022.0,30878.0,28.0,3007.0,996.0
776,2.6538486,617.0,228076.0,57.0,3180.0,1007.0
777,2.8396568,1024.0,41504.0,21.0,2880.0,471.0
778,2.6549652,928.0,210443.0,75.0,4.0,1278.0
779,3.5630064,1022.0,153751.0,63.0,905.0,2869.0
780,3.9922347,257.0,2112.0,2.0,3200.0,32.0
781,2.5499756,1023.0,53269.0,48.0,2950.0,507.0
782,2.0425003,915.0,147239.0,74.0,3187.0,645.0
783,2.297536,1021.0,44183.0,26.0,2651.0,210.0
784,3.0372543,1021.0,68910.0,44.0,2857.0,804.0
785,3.1217034,1023.0,31084.0,24.0,3034.0,1789.0
786,1.9511986,1019.0,52688.0,39.0,2881.0,455.0
787,2.2144117,1023.0,6706.0,12.0,10.0,93.0
788,2.6160843,1022.0,88681.0,54.0,2503.0,648.0
789,2.217788,1022.0,42044.0,31.0,2646.0,193.0
790,3.1663382,1022.0,61898.0,26.0,2695.0,534.0
791,2.938225,1022.0,45021.0,22.0,2892.0,391.0
792,2.2354674,1023.0,33016.0,26.0,2934.0,494.0
793,2.2016895,575.0,376808.0,77.0,3088.0,1147.0
794,2.4459522,1013.0,110603.0,67.0,2505.0,882.0
795,2.9114294,1023.0,31364.0,28.0,3034.0,389.0
796,2.521601,784.0,57917.0,11.0,3189.0,661.0
797,2.823933,290.0,466665.0,73.0,3183.0,996.0
798,1.8237008,1022.0,36834.0,39.0,2636.0,403.0
799,2.8522978,752.0,17975.0,13.0,3199.0,67.0
800,2.185869,973.0,138815.0,74.0,2732.0,435.0
801,2.1433454,1012.0,42862.0,61.0,3175.0,1362.0
802,2.8167644,540.0,118175.0,22.0,3196.0,459.0
803,3.6638954,278.0,18117.0,7.0,3195.0,91.0
804,2.5628154,1021.0,45104.0,26.0,2713.0,418.0
805,3.9989827,256.0,2052.0,2.0,3200.0,32.0
806,3.3097527,621.0,106293.0,8.0,3195.0,716.0
807,2.2055042,1023.0,43331.0,84.0,3042.0,1465.0
808,2.1325462,998.0,81381.0,42.0,3172.0,1307.0
809,2.895606,1018.0,74778.0,30.0,3091.0,1522.0
810,2.6133206,508.0,269911.0,49.0,3179.0,429.0
811,2.013168,1015.0,76503.0,78.0,2979.0,1151.0
812,3.2938485,1019.0,80167.0,22.0,1720.0,2063.0
813,2.102898,1024.0,14249.0,38.0,2481.0,540.0
814,2.7810962,591.0,174938.0,27.0,3157.0,468.0
815,2.7879846,1021.0,53345.0,46.0,3167.0,2631.0
816,2.5117884,1023.0,52657.0,40.0,2747.0,391.0
817,2.028217,947.0,146803.0,100.0,2862.0,760.0
818,2.0542698,1004.0,82994.0,54.0,3074.0,1279.0
819,2.6320913,1022.0,47795.0,23.0,2620.0,185.0
820,2.8847063,1022.0,72191.0,30.0,2766.0,493.0
821,3.0367324,1023.0,67101.0,20.0,2776.0,306.0
822,2.1835904,1021.0,52257.0,26.0,2571.0,275.0
823,3.21829,349.0,2124.0,2.0,2.0,38.0
824,2.3964963,1021.0,47415.0,51.0,2761.0,690.0
825,1.9707708,989.0,20473.0,14.0,3127.0,144.0
826,3.185428,1006.0,413313.0,112.0,63.0,2809.0
827,2.0539627,1022.0,61354.0,51.0,2903.0,438.0
828,3.347022,1023.0,60865.0,21.0,2887.0,313.0
829,1.9199219,1022.0,42762.0,27.0,2602.0,186.0
830,2.1102967,948.0,9026.0,4.0,3184.0,120.0
831,2.4797845,1022.0,61922.0,50.0,2670.0,314.0
832,2.8998086,1022.0,51192.0,41.0,2754.0,524.0
833,2.55086,932.0,127658.0,60.0,2581.0,1092.0
834,2.2746055,640.0,240103.0,85.0,3114.0,774.0
835,3.6105888,1022.0,61245.0,25.0,2658.0,636.0
836,2.7204862,911.0,221103.0,51.0,3134.0,1314.0
837,3.8743303,259.0,35659.0,10.0,3200.0,130.0
838,3.2387345,1023.0,56792.0,25.0,2957.0,819.0
839,2.577495,1021.0,64995.0,36.0,2692.0,411.0
840,2.1995893,1022.0,27471.0,61.0,3165.0,1088.0
841,2.380296,1022.0,104634.0,53.0,2640.0,374.0
842,2.0990982,1013.0,83676.0,56.0,3021.0,792.0
843,3.3186936,1023.0,28046.0,40.0,3151.0,2298.0
844,1.9382149,1023.0,11673.0,60.0,3187.0,1614.0
845,2.0069742,1007.0,88824.0,60.0,2783.0,272.0
846,2.5086024,1009.0,41232.0,14.0,3114.0,1635.0
847,3.1382275,857.0,34432.0,17.0,3194.0,283.0
848,3.148904,1024.0,29346.0,35.0,2693.0,1079.0
849,2.361457,1022.0,26366.0,24.0,2646.0,421.0
850,3.9961336,256.0,2674.0,2.0,3200.0,33.0
851,1.9325659,1023.0,29456.0,22.0,2868.0,387.0
852,2.5990694,1022.0,88522.0,50.0,2812.0,846.0
853,2.1723354,1021.0,88852.0,55.0,2708.0,558.0
854,2.0751321,1018.0,67841.0,57.0,2602.0,546.0
855,3.1899295,548.0,62007.0,39.0,3200.0,354.0
856,2.3163376,1020.0,34468.0,41.0,2756.0,671.0
857,2.3476956,934.0,174654.0,70.0,2929.0,439.0
858,2.3208294,1019.0,66504.0,80.0,2940.0,1398.0
859,2.4054651,906.0,147404.0,64.0,2972.0,360.0
860,2.0640285,1020.0,65186.0,28.0,2833.0,344.0
861,2.8448782,1022.0,64278.0,27.0,2817.0,542.0
862,2.2520924,968.0,148659.0,69.0,3012.0,685.0
863,1.917825,1023.0,20104.0,9.0,2856.0,225.0
864,2.0993621,1021.0,67398.0,45.0,2751.0,422.0
865,1.9592488,1023.0,28836.0,28.0,2829.0,223.0
866,3.9608922,256.0,6397.0,3.0,3200.0,40.0
867,2.0246801,1021.0,47494.0,33.0,2625.0,237.0
868,2.751122,1018.0,51275.0,32.0,2696.0,552.0
869,3.8751402,1022.0,476847.0,139.0,0.0,2902.0
870,1.9269712,1023.0,33914.0,16.0,2550.0,248.0
871,2.0248077,1011.0,102799.0,99.0,2726.0,987.0
872,2.9723198,1024.0,44778.0,26.0,2875.0,678.0
873,2.7637506,869.0,126235.0,37.0,3169.0,427.0
874,2.801799,1023.0,43025.0,29.0,2883.0,667.0
875,2.4406188,1022.0,42946.0,29.0,2749.0,273.0
876,2.9569166,1023.0,57456.0,33.0,2765.0,516.0
877,1.8806771,1011.0,70469.0,61.0,3058.0,631.0
878,3.3595421,1023.0,38325.0,21.0,2984.0,600.0
879,2.2283988,1021.0,48748.0,65.0,2996.0,1144.0
880,2.6345563,1023.0,63459.0,36.0,2862.0,430.0
881,3.1010282,1020.0,57358.0,28.0,2782.0,605.0
882,3.6182761,1023.0,66133.0,35.0,2938.0,804.0
883,2.2819722,1022.0,83306.0,42.0,2528.0,240.0
884,1.8866475,1024.0,15366.0,70.0,3190.0,1777.0
885,1.7490602,1021.0,20891.0,23.0,2443.0,118.0
886,2.6006749,637.0,245378.0,55.0,3190.0,1485.0
887,2.01567,1022.0,53883.0,37.0,2468.0,236.0
888,2.3841035,1021.0,101393.0,68.0,3105.0,2572.0
889,2.7177856,1022.0,66947.0,37.0,2680.0,323.0
890,2.755951,1023.0,45433.0,26.0,3034.0,549.0
891,2.1255877,1022.0,77951.0,46.0,2505.0,245.0
892,2.0729432,1022.0,78290.0,56.0,2565.0,315.0
893,2.0131462,995.0,59220.0,37.0,3107.0,687.0
894,3.5391495,1021.0,218238.0,136.0,900.0,2627.0
895,2.4066026,1022.0,34973.0,45.0,3040.0,801.0
896,3.3949664,279.0,368167.0,32.0,3192.0,649.0
897,2.7732072,1022.0,47944.0,24.0,2917.0,397.0
898,2.0180516,1014.0,37380.0,39.0,2956.0,600.0
899,3.3391192,1023.0,62303.0,26.0,2989.0,1186.0
900,1.9774485,1022.0,35270.0,30.0,2841.0,501.0
901,2.27753,1017.0,50098.0,55.0,2965.0,813.0
902,2.2437408,876.0,95413.0,40.0,3055.0,265.0
903,2.9047775,1022.0,41374.0,20.0,2757.0,375.0
904,3.9890544,256.0,2651.0,2.0,3200.0,32.0
905,2.4552524,965.0,63262.0,71.0,32.0,1915.0
906,2.5460494,724.0,186404.0,47.0,3073.0,194.0
