,cpu_clock,isa,l1_size,l2_size,l3_size,num-cpus,mem_type,mem_clock,mem_size
359,2.5799189546323382,X86_64,32,1024,71680,16,PC4-2933Y,2933,384
360,3.1205873288538437,X86_64,32,1024,26624,8,PC4-2933Y,2933,384
361,1.9341380551107603,X86_64,64,512,36864,16,PC4-3200AA,3200,1024
362,2.3006244760834273,X86_64,32,1024,131072,52,PC4-2933V,2933,512
363,2.697204640628904,X86_64,32,1024,116736,24,PC4-2666V,3200,512
364,2.7322992314826022,X86_64,32,1024,77824,16,PC4-2666V,2666,64
365,3.953533232479214,X86_64,32,1024,22528,32,PC4-3200AA,2666,384
366,3.4760163704223865,X86_64,32,1024,143360,32,PC4-2933Y,2933,64
367,1.8881358586621262,X86_64,32,1024,110592,32,PC4-2666V,2933,768
368,1.8459499323971076,X86_64,32,1024,311296,24,PC4-3200AA,3200,768
369,2.942963034960682,X86_64,32,1024,77824,8,PC4-2933Y,2933,64
370,2.6549140975016576,X86_64,32,512,55296,16,PC4-2666V,2666,768
371,2.7704580412084465,X86_64,32,1024,143360,32,0,3200,32
372,1.9567015387991435,X86_64,32,1024,311296,20,PC4-2933Y,2666,2048
373,2.6323026625209516,X86_64,32,1024,131072,40,PC4-3200AA,3200,512
374,2.115013569955002,X86_64,32,1024,71680,32,PC4-2666V,2933,1024
375,2.189653417151382,X86_64,32,256,8192,4,PC4-2666V,2666,64
376,1.940707840070085,X86_64,32,1024,79872,48,PC4-2666V,2933,384
377,2.0326307794664005,X86_64,32,1024,71680,40,PC4-2933Y,2933,768
378,1.9265391648195056,X86_64,64,1024,22528,128,PC4-3200AA,3200,768
379,3.5423712610488876,X86_64,32,1024,311296,24,PC4-3200AA,2400,512
380,2.73797298306783,X86_64,32,256,12288,24,PC4-2666V,2666,192
381,2.5409975745307793,X86_64,32,1024,8192,16,PC4-3200AA,2933,64
382,2.6026941708644205,X86_64,32,1024,49152,36,PC4-2933Y,2933,384
383,2.0170202731509304,X86_64,32,1024,90112,80,PC4-2933V,2933,768
384,2.1829941767585885,X86_64,32,1024,55296,40,PC4-2933Y,2933,384
385,1.8726275837993966,X86_64,32,1024,49152,64,PC4-3200AA,3200,384
386,1.8139751082731799,X86_64,32,1024,77824,24,PC4-2666V,2666,768
387,1.932266301024602,X86_64,32,1024,61440,24,PC4-3200AA,2933,192
388,3.314448382496389,X86_64,32,1024,71680,4,PC4-2933V,2933,384
389,2.4449857598188913,X86_64,32,1024,71680,24,0,0,64
390,2.2123231625753252,X86_64,32,1024,15360,32,PC4-3200AA,2666,1024
391,1.6172134170625494,X86_64,32,1024,18432,10,PC4-2666V,3200,512
392,2.397325301394988,X86_64,32,1024,79872,24,PC4-2933V,2933,1536
393,1.9209986735320885,X86_64,32,1024,524288,96,PC4-3200AA,3200,1024
394,1.7037918910360148,X86_64,32,1024,49152,64,PC4-3200AA,3200,2048
395,2.18076595418767,X86_64,32,1024,12288,52,PC4-2666V,3200,2304
396,2.4347835438805987,X86_64,32,1024,45056,384,PC4-2933V,2933,192
397,1.9324837552235967,X86_64,32,1024,45056,6,PC4-2933Y,2933,768
398,2.5370807437393252,X86_64,32,1024,131072,24,PC4-2933Y,2933,512
399,2.1206805374327473,X86_64,32,1024,43008,20,PC4-3200AA,3200,64
400,1.7999252418660283,X86_64,32,1024,49152,12,PC4-2933Y,3200,768
401,3.3538009967411515,X86_64,32,1024,112640,36,PC4-2933V,2933,384
402,2.0412409548861956,X86_64,32,512,262144,64,PC4-3200AA,3200,256
403,2.7351891951180147,X86_64,32,512,26624,12,PC4-2666V,2933,768
404,1.695795477283959,X86_64,32,512,262144,16,PC4-2933Y,3200,256
405,2.1555440186447647,X86_64,32,1024,16384,32,PC4-2933Y,2933,384
406,1.47121481643109,X86_64,64,512,110592,32,PC4-3200AA,3200,1024
407,3.2419914762912367,X86_64,32,512,39936,56,PC4-2666V,2933,512
408,2.199896686529906,X86_64,32,1024,49152,52,PC4-2933Y,2933,768
409,2.2415763931725126,X86_64,32,1024,45056,32,PC4-2666V,2933,768
410,4.165980154108027,X86_64,32,256,55296,24,PC4-2666V,2666,768
411,2.993918288335631,X86_64,32,1024,61440,56,PC4-2933Y,2933,768
412,1.481917010271343,X86_64,32,1024,71680,48,PC4-3200AA,2400,2048
413,2.115535772753507,X86_64,64,1024,98304,32,PC4-3200AA,0,1024
414,2.2853315212211585,X86_64,32,512,98304,48,PC4-3200AA,2933,256
415,1.8125449396294468,X86_64,32,1024,32768,24,PC4-2666V,2933,192
416,2.4623908728052046,X86_64,32,512,71680,16,PC4-3200AA,3200,1024
417,2.2274919074113075,X86_64,32,1024,61440,28,PC4-2933V,2933,384
418,3.853757849699218,X86_64,32,256,77824,4,PC4-2666V,2666,768
419,2.1536484615860445,X86_64,32,1024,116736,384,PC4-2933V,2933,384
420,2.632708648065861,X86_64,32,1024,131072,32,PC4-3200AA,3200,128
421,2.0777951262909258,X86_64,32,1024,131072,56,PC4-3200AA,3200,512
422,2.2569327234422576,X86_64,64,1024,18432,72,PC4-3200AA,3200,256
423,2.251289416925382,X86_64,32,1024,32768,12,PC4-2666V,2666,1536
424,1.7941339551519073,X86_64,32,256,49152,24,PC4-2666V,2666,64
425,2.4172240007852883,X86_64,32,512,86016,56,0,0,2048
426,1.7698588236567825,X86_64,32,1024,8192,24,PC4-3200AA,2933,768
427,2.3385037356329916,X86_64,32,1024,61440,96,PC4-2933V,2933,384
428,1.8012109044905988,X86_64,32,1024,122880,168,PC4-3200AA,3200,192
429,3.7494133271899703,X86_64,32,1024,12288,8,PC4-3200AA,2933,768
430,3.4261533420771944,X86_64,32,1024,131072,24,PC4-2400T,3200,512
431,1.966362408765341,X86_64,32,1024,12288,24,PC4-2666V,2933,64
432,2.426068595425023,X86_64,32,512,45056,18,PC4-2666V,2400,768
433,3.0651766596210996,X86_64,32,1024,22528,52,PC4-2666V,2933,768
434,2.392592809958118,X86_64,32,1024,49152,224,PC4-2666V,2933,384
435,2.343378868864978,X86_64,32,1024,77824,20,0,3200,512
436,2.356297556245797,X86_64,32,1024,55296,16,PC4-2666V,2933,768
437,1.7681485634244645,X86_64,32,1024,8192,40,0,2933,192
438,2.259364477764692,X86_64,32,1024,32768,16,PC4-3200AA,3200,512
439,2.4991264497341783,X86_64,32,1024,61440,52,PC4-2666V,2666,1536
440,2.1963927282982545,X86_64,32,1024,38912,20,PC4-2933V,2666,384
441,1.7324487027472115,X86_64,32,1024,98304,48,PC4-3200AA,3200,192
442,1.888916057018823,X86_64,32,1024,55296,2,PC4-3200AA,2666,512
443,2.5131584300466323,X86_64,32,1024,49152,112,PC4-2933V,2400,2048
444,3.143908881109562,X86_64,32,1024,61440,32,0,3200,384
445,1.8225561894502027,X86_64,32,1024,12288,64,PC4-2666V,2666,64
446,1.6863626630706425,X86_64,32,1024,524288,48,PC4-3200AA,3200,512
447,1.6633691936262154,X86_64,32,1024,524288,128,PC4-2933Y,2933,768
448,2.252365050079248,X86_64,32,256,116736,104,PC4-2933V,2666,384
449,2.540517848015814,X86_64,32,1024,131072,56,PC4-2933Y,2933,384
450,3.19557364888379,X86_64,32,512,55296,12,PC4-3200AA,2666,384
451,1.7059071053847172,X86_64,32,1024,36864,24,PC4-2666V,2666,384
452,1.8675778812957038,X86_64,32,1024,8192,56,PC4-2933V,2933,2048
453,1.9683621285579307,X86_64,32,1024,45056,56,PC4-2933Y,2933,384
454,2.5299571411680204,X86_64,32,1024,77824,32,PC4-2666V,2933,512
455,3.2911921967359223,X86_64,32,1024,38912,4,PC4-3200AA,2933,384
456,4.1822644311565496,X86_64,32,256,15360,88,PC4-2666V,2666,2048
457,2.205204323420412,X86_64,32,512,524288,32,PC4-3200AA,3200,512
458,3.6792545029009536,X86_64,32,1024,143360,56,PC4-2666V,2666,192
459,1.5833320128039063,X86_64,32,1024,393216,64,PC4-3200AA,0,192
460,3.503440772520152,X86_64,32,1024,36864,16,PC4-2666V,2666,64
461,2.777213617781889,X86_64,32,512,38912,28,PC4-3200AA,3200,512
462,2.095508665970078,X86_64,32,512,262144,32,PC4-3200AA,3200,512
463,2.474504591431861,X86_64,32,512,12288,20,PC4-3200AA,3200,64
464,2.79770256905943,X86_64,32,1024,71680,56,PC4-3200AA,3200,384
465,3.010612069882086,X86_64,32,1024,71680,28,PC4-3200AA,2666,1024
466,1.6611165314011864,X86_64,64,512,143360,64,PC4-3200AA,2933,1024
467,1.8176911345979594,X86_64,64,1024,32768,32,PC4-3200AA,3200,1024
468,1.6437059516825892,X86_64,32,512,30720,76,PC4-2933Y,2400,384
469,1.7213354197142854,X86_64,32,1024,122880,72,PC4-2933Y,2933,192
470,2.0419751158162835,X86_64,32,1024,45056,72,PC4-2400T,0,384
471,2.5567520634245966,X86_64,32,512,45056,8,PC4-2400T,2933,512
472,2.317032585825709,X86_64,64,1024,98304,76,PC4-3200AA,0,768
473,1.7726040671684808,X86_64,32,1024,35840,2,PC4-2666V,2933,64
474,1.9785338685015004,X86_64,32,1024,393216,20,PC4-3200AA,3200,768
475,2.3219242393633217,X86_64,32,1024,8192,88,PC4-2666V,2933,192
476,2.1360918416487964,X86_64,32,512,524288,6,PC4-3200AA,3200,512
477,1.715080360937695,X86_64,32,1024,131072,76,PC4-2933V,0,1024
478,2.1478917109906313,X86_64,32,1024,131072,48,PC4-3200AA,3200,512
479,2.362599771846737,X86_64,32,1024,53248,48,PC4-2666V,2400,32
480,4.207232510874656,X86_64,32,256,262144,6,PC4-2666V,2666,64
481,3.7240689632470203,X86_64,32,1024,61440,16,PC4-2933Y,2933,192
482,1.9288434423366565,X86_64,32,256,55296,16,PC4-2666V,2666,768
483,3.3825442726475425,X86_64,32,1024,15360,168,PC4-2933Y,2933,384
484,2.123010367686171,X86_64,32,256,53248,8,PC4-2933V,2666,64
485,4.257077101826072,X86_64,32,1024,8192,52,PC4-2666V,2666,192
486,1.706031158649882,X86_64,32,1024,49152,40,PC4-2933V,2666,384
487,2.0574000977267968,X86_64,32,1024,86016,56,PC4-2933V,2933,2304
488,1.778899031806954,X86_64,32,1024,49152,32,PC4-2400T,2933,768
489,1.8445738263516749,X86_64,32,1024,55296,12,PC4-2933Y,2933,384
490,2.572797443292235,X86_64,32,1024,71680,40,PC4-2933Y,2933,384
491,2.3731113117631284,X86_64,32,256,49152,4,PC4-2666V,2933,192
492,1.9112354949853954,X86_64,32,512,36864,48,PC4-2933V,2933,256
493,1.58772912462732,X86_64,32,1024,55296,36,PC4-2933Y,3200,64
494,1.5751406184448484,X86_64,32,1024,77824,16,PC4-2666V,2933,1024
495,2.3297908143749626,X86_64,32,1024,45056,8,PC4-3200AA,2933,256
496,2.632402046344283,X86_64,32,1024,98304,16,PC4-3200AA,2933,1024
497,2.9440383227458122,X86_64,32,1024,71680,96,PC4-3200AA,2933,1024
498,2.6925211684515316,X86_64,32,1024,49152,40,PC4-2933V,2933,1536
499,3.5580001812088944,X86_64,32,1024,32768,36,PC4-2666V,2933,2048
