cpu_clock,isa,l1_size,l2_size,l3_size,num-cpus,mem_type,mem_clock,mem_size
2.3,X86_64,32,1024,122880,80,0,0,1024
2.0,X86_64,32,512,524288,112,0,0,2048
2.3,X86_64,32,512,524288,96,0,0,2048
2.95,X86_64,32,512,524288,64,0,0,2048
2.3,X86_64,32,1024,49152,32,0,0,512
2.4,X86_64,32,1024,36864,24,0,0,512
2.0,X86_64,32,1024,98304,64,0,0,1024
2.4,X86_64,32,1024,55296,36,0,0,512
2.3,X86_64,32,512,262144,48,0,0,2048
2.6,X86_64,32,1024,116736,76,PC4-3200AA,3200,1024
2.6,X86_64,32,1024,98304,64,PC4-3200AA,3200,1024
3.0,X86_64,32,1024,79872,36,PC4-3200AA,3200,1024
2.4,X86_64,32,1024,110592,72,PC4-3200AA,3200,1024
2.2,X86_64,32,1024,98304,64,PC4-3200AA,3200,1024
2.6,X86_64,32,1024,98304,64,PC4-3200AA,3200,1024
2.4,X86_64,32,1024,116736,76,PC4-3200AA,3200,1024
2.1,X86_64,32,1024,36864,24,PC4-3200AA,3200,2048
2.4,X86_64,32,1024,49152,32,PC4-3200AA,3200,2048
2.3,X86_64,32,1024,61440,40,PC4-3200AA,3200,2048
2.2,X86_64,32,1024,79872,52,PC4-3200AA,3200,2048
2.9,X86_64,32,1024,49152,32,PC4-3200AA,3200,2048
2.3,X86_64,32,1024,122880,80,PC4-3200AA,3200,2048
2.75,X86_64,32,512,131072,56,PC4-3200AA,3200,2048
2.8,X86_64,32,512,524288,64,PC4-3200AA,3200,2048
3.0,X86_64,32,512,262144,32,PC4-3200AA,3200,2048
2.85,X86_64,32,512,262144,48,PC4-3200AA,3200,2048
2.4,X86_64,32,1024,73728,48,PC4-3200AA,3200,1024
2.0,X86_64,32,1024,86016,56,PC4-3200AA,3200,1024
2.2,X86_64,32,1024,98304,64,PC4-3200AA,3200,1024
2.8,X86_64,32,512,262144,32,PC4-3200AA,3200,1024
3.2,X86_64,32,512,524288,48,PC4-3200AA,3200,2048
2.3,X86_64,32,512,262144,48,PC4-3200AA,3200,2048
2.2,X86_64,32,1024,86016,56,PC4-3200AA,3200,1024
3.6,X86_64,32,1024,36864,16,PC4-3200AA,3200,2048
2.0,X86_64,32,1024,98304,64,PC4-3200AA,3200,2048
2.2,X86_64,32,1024,98304,64,PC4-3200AA,3200,2048
2.8,X86_64,32,1024,73728,48,PC4-3200AA,3200,2048
2.4,X86_64,32,1024,73728,48,PC4-3200AA,3200,2048
2.9,X86_64,32,512,131072,24,0,0,2048
3.1,X86_64,32,512,131072,16,0,0,2048
2.3,X86_64,32,512,262144,48,0,0,1024
3.0,X86_64,32,512,262144,32,0,0,2048
3.2,X86_64,32,512,262144,24,0,0,1024
2.0,X86_64,32,512,262144,56,0,0,1024
2.2,X86_64,32,1024,86016,56,PC4-3200AA,3200,2048
2.0,X86_64,32,1024,98304,64,PC4-3200AA,3200,2048
2.0,X86_64,32,1024,86016,56,PC4-3200AA,3200,2048
3.1,X86_64,32,1024,73728,32,PC4-3200AA,3200,2048
2.6,X86_64,32,1024,86016,56,PC4-3200AA,3200,2048
2.3,X86_64,32,512,131072,24,0,0,1024
3.0,X86_64,32,1024,79872,36,PC4-3200AA,3200,2048
2.1,X86_64,32,1024,73728,48,PC4-3200AA,3200,2048
2.3,X86_64,32,1024,61440,40,PC4-3200AA,3200,2048
2.4,X86_64,32,1024,110592,72,PC4-3200AA,3200,2048
2.1,X86_64,32,1024,73728,48,PC4-3200AA,3200,2048
2.4,X86_64,32,1024,116736,76,PC4-3200AA,3200,2048
2.6,X86_64,32,1024,98304,64,PC4-3200AA,3200,2048
2.6,X86_64,32,1024,98304,64,PC4-3200AA,3200,2048
2.2,X86_64,32,1024,98304,64,PC4-3200AA,3200,2048
3.0,X86_64,32,512,131072,16,0,0,1024
3.5,X86_64,32,512,524288,32,0,0,2048
3.0,X86_64,32,512,131072,16,0,0,1024
3.7,X86_64,32,512,262144,8,0,0,1024
2.5,X86_64,32,512,131072,32,0,0,1024
2.3,X86_64,32,512,131072,24,0,0,1024
2.8,X86_64,32,512,262144,32,0,0,1024
3.1,X86_64,32,512,65536,8,0,0,1024
2.1,X86_64,32,1024,36864,24,PC4-3200AA,3200,2048
2.4,X86_64,32,1024,49152,32,PC4-3200AA,3200,2048
3.0,X86_64,32,1024,36864,24,PC4-3200AA,3200,2048
2.1,X86_64,32,1024,73728,48,PC4-3200AA,3200,2048
2.4,X86_64,32,1024,55296,36,PC4-3200AA,3200,512
2.1,X86_64,32,1024,110592,72,PC4-3200AA,3200,2048
2.8,X86_64,32,1024,98304,64,PC4-3200AA,3200,2048
2.1,X86_64,32,1024,73728,48,PC4-3200AA,3200,2048
3.2,X86_64,32,1024,24576,16,PC4-3200AA,3200,2048
2.3,X86_64,32,1024,30720,20,PC4-3200AA,3200,2048
2.2,X86_64,32,1024,98304,64,PC4-3200AA,3200,2048
2.3,X86_64,32,1024,61440,40,PC4-3200AA,3200,1024
2.8,X86_64,32,1024,24576,16,PC4-3200AA,3200,2048
2.2,X86_64,32,1024,79872,52,PC4-3200AA,3200,2048
2.3,X86_64,32,1024,98304,64,PC4-3200AA,3200,2048
2.6,X86_64,32,1024,116736,76,PC4-3200AA,3200,2048
2.3,X86_64,32,1024,49152,32,PC4-3200AA,3200,512
3.1,X86_64,32,1024,71680,40,PC4-2933Y,2933,768
3.0,X86_64,32,1024,71680,48,PC4-2933Y,2933,768
2.4,X86_64,32,1024,71680,48,PC4-2933Y,2933,768
2.7,X86_64,32,1024,77824,56,PC4-2933Y,2933,768
2.4,X86_64,32,1024,26624,20,PC4-2933Y,2933,384
2.5,X86_64,32,1024,22528,16,PC4-2933Y,2933,384
2.5,X86_64,32,1024,22528,16,PC4-2933Y,2933,384
2.4,X86_64,32,1024,26624,20,PC4-3200AA,3200,384
2.4,X86_64,32,1024,32768,24,PC4-3200AA,3200,384
3.2,X86_64,32,1024,22528,16,PC4-3200AA,3200,384
1.9,X86_64,32,1024,22528,16,PC4-2933Y,2933,384
1.9,X86_64,32,1024,22528,16,PC4-2933Y,2933,384
2.4,X86_64,32,1024,32768,24,PC4-2933Y,2933,384
3.2,X86_64,32,1024,22528,16,PC4-2933Y,2933,384
2.5,X86_64,32,1024,155648,112,PC4-2666V,2666,768
3.5,X86_64,32,1024,98304,32,PC4-2666V,2666,768
3.6,X86_64,32,1024,65536,16,PC4-2666V,2666,768
3.0,X86_64,32,1024,98304,48,PC4-2666V,2666,768
2.1,X86_64,32,1024,135168,96,PC4-2666V,2666,768
2.0,X86_64,32,1024,143360,104,PC4-2666V,2666,768
2.0,X86_64,32,1024,90112,64,PC4-2666V,2666,768
2.7,X86_64,32,1024,135168,96,PC4-2666V,2666,768
2.1,X86_64,32,1024,143360,104,PC4-2666V,2666,768
2.1,X86_64,32,1024,155648,112,PC4-2666V,2666,768
2.6,X86_64,32,1024,77824,48,PC4-2666V,2666,768
3.4,X86_64,32,1024,77824,24,PC4-2666V,2666,768
2.1,X86_64,32,1024,90112,64,PC4-2666V,2666,768
2.6,X86_64,32,1024,77824,56,PC4-2666V,2666,768
3.2,X86_64,32,1024,98304,32,PC4-2666V,2666,768
3.0,X86_64,32,1024,98304,48,PC4-2666V,2666,768
2.0,X86_64,32,1024,110592,80,PC4-2666V,2666,768
2.3,X86_64,32,1024,98304,72,PC4-2666V,2666,768
2.6,X86_64,32,1024,90112,64,PC4-2666V,2666,768
2.4,X86_64,32,1024,110592,80,PC4-2666V,2666,768
2.7,X86_64,32,1024,98304,72,PC4-2666V,2666,768
2.1,X86_64,32,1024,122880,88,PC4-2666V,2666,768
3.0,X86_64,32,1024,98304,72,PC4-2666V,2666,768
3.6,X86_64,32,1024,32768,8,PC4-2666V,2666,192
2.0,X86_64,32,1024,71680,52,PC4-2666V,2666,192
2.1,X86_64,32,1024,61440,44,PC4-2666V,2666,192
2.3,X86_64,32,1024,49152,36,PC4-2666V,2666,192
3.0,X86_64,32,1024,49152,24,PC4-2666V,2666,192
2.3,X86_64,32,1024,32768,24,PC4-2666V,2666,192
1.7,X86_64,32,1024,16384,12,PC4-2666V,2666,192
3.5,X86_64,32,1024,49152,16,PC4-2666V,2666,192
2.6,X86_64,32,1024,45056,32,PC4-2666V,2666,192
2.5,X86_64,32,1024,77824,56,PC4-2666V,2666,384
1.7,X86_64,32,1024,22528,16,PC4-2666V,2666,192
1.7,X86_64,32,1024,16384,12,PC4-2666V,2666,192
2.5,X86_64,32,1024,77824,56,PC4-2666V,2666,192
2.0,X86_64,32,1024,55296,40,PC4-2666V,2666,192
3.2,X86_64,32,1024,49152,16,PC4-2666V,2666,192
2.6,X86_64,32,1024,38912,24,PC4-2666V,2666,176
2.2,X86_64,32,1024,38912,28,PC4-2666V,2666,192
2.2,X86_64,32,1024,26624,20,PC4-2666V,2666,192
2.6,X86_64,32,1024,16384,8,PC4-2666V,2666,192
2.0,X86_64,32,1024,22528,16,PC4-2666V,2666,192
2.0,X86_64,32,1024,45056,32,PC4-2666V,2666,192
2.1,X86_64,32,1024,22528,16,PC4-2666V,2666,192
2.1,X86_64,32,1024,67584,48,PC4-2666V,2666,192
2.7,X86_64,32,1024,67584,48,PC4-2666V,2666,176
1.7,X86_64,32,1024,16384,12,PC4-2666V,2666,192
2.6,X86_64,32,1024,16384,8,PC4-2666V,2666,192
2.2,X86_64,32,1024,26624,20,PC4-2666V,2666,192
2.1,X86_64,32,1024,32768,24,PC4-2666V,2666,192
2.3,X86_64,32,1024,32768,24,PC4-2666V,2666,192
3.6,X86_64,32,1024,32768,8,PC4-2666V,2666,192
3.4,X86_64,32,1024,38912,12,PC4-2666V,2666,192
2.0,X86_64,32,1024,71680,52,PC4-2666V,2666,192
2.6,X86_64,32,1024,38912,28,PC4-2666V,2666,192
3.0,X86_64,32,1024,49152,24,PC4-2666V,2666,192
2.0,X86_64,32,1024,55296,40,PC4-2666V,2666,192
2.6,X86_64,32,1024,45056,32,PC4-2666V,2666,192
3.2,X86_64,32,1024,49152,24,PC4-2666V,2666,192
3.5,X86_64,32,1024,49152,16,PC4-2666V,2666,192
2.4,X86_64,32,1024,55296,40,PC4-2666V,2666,192
2.2,X86_64,32,1024,38912,28,PC4-2666V,2666,192
2.7,X86_64,32,1024,49152,36,PC4-2666V,2666,176
1.7,X86_64,32,1024,22528,16,PC4-2666V,2666,192
1.8,X86_64,32,1024,22528,16,PC4-2666V,2666,176
2.4,X86_64,32,1024,26624,20,PC4-2666V,2666,192
2.3,X86_64,32,1024,49152,36,PC4-2666V,2666,192
2.1,X86_64,32,1024,61440,44,PC4-2666V,2666,192
2.6,X86_64,32,1024,16384,8,PC4-2666V,2666,192
2.1,X86_64,32,1024,71680,52,PC4-2666V,2666,192
2.7,X86_64,32,1024,67584,48,PC4-2666V,2666,192
2.1,X86_64,32,1024,22528,16,PC4-2666V,2666,192
2.0,X86_64,32,1024,71680,52,PC4-2666V,2666,192
2.0,X86_64,32,1024,22528,16,PC4-2666V,2666,192
2.0,X86_64,32,1024,45056,32,PC4-2666V,2666,192
2.1,X86_64,32,1024,61440,44,PC4-2666V,2666,192
1.8,X86_64,32,1024,22528,16,PC4-2666V,2666,192
2.7,X86_64,32,1024,49152,36,PC4-2666V,2666,192
1.7,X86_64,32,1024,22528,16,PC4-2666V,2666,192
2.4,X86_64,32,1024,55296,40,PC4-2666V,2666,192
1.7,X86_64,32,1024,16384,12,PC4-2666V,2666,192
2.3,X86_64,32,1024,49152,36,PC4-2666V,2666,192
2.0,X86_64,32,1024,71680,52,PC4-2666V,2666,192
3.2,X86_64,32,1024,49152,24,PC4-2666V,2666,192
2.1,X86_64,32,1024,45056,32,PC4-2666V,2666,192
2.1,X86_64,32,1024,45056,32,PC4-2666V,2666,192
3.5,X86_64,32,1024,49152,16,PC4-2666V,2666,192
2.6,X86_64,32,1024,45056,32,PC4-2666V,2666,192
2.0,X86_64,32,1024,55296,40,PC4-2666V,2666,192
3.0,X86_64,32,1024,49152,24,PC4-2666V,2666,192
3.2,X86_64,32,1024,49152,16,PC4-2666V,2666,192
2.6,X86_64,32,1024,38912,28,PC4-2666V,2666,192
3.4,X86_64,32,1024,38912,12,PC4-2666V,2666,192
2.6,X86_64,32,1024,38912,24,PC4-2666V,2666,192
2.0,X86_64,32,1024,45056,32,PC4-2666V,2666,192
2.0,X86_64,32,1024,22528,16,PC4-2666V,2666,192
3.5,X86_64,32,1024,49152,16,PC4-2666V,2666,192
2.1,X86_64,32,1024,71680,52,PC4-2666V,2666,192
2.1,X86_64,32,1024,32768,24,PC4-2666V,2666,192
2.1,X86_64,32,1024,22528,16,PC4-2666V,2666,192
2.1,X86_64,32,1024,77824,56,PC4-2666V,2666,192
2.1,X86_64,32,1024,77824,56,PC4-2666V,2666,176
2.7,X86_64,32,1024,67584,48,PC4-2666V,2666,192
3.4,X86_64,32,1024,38912,12,PC4-2666V,2666,192
2.1,X86_64,32,1024,77824,56,PC4-2666V,2666,192
2.1,X86_64,32,1024,67584,48,PC4-2666V,2666,192
2.1,X86_64,32,1024,71680,52,PC4-2666V,2666,192
2.3,X86_64,32,1024,49152,36,PC4-2666V,2666,192
2.4,X86_64,32,1024,55296,40,PC4-2666V,2666,192
3.2,X86_64,32,1024,49152,24,PC4-2666V,2666,192
2.2,X86_64,32,1024,38912,28,PC4-2666V,2666,192
2.1,X86_64,32,1024,45056,32,PC4-2666V,2666,192
2.7,X86_64,32,1024,49152,36,PC4-2666V,2666,192
2.6,X86_64,32,1024,38912,28,PC4-2666V,2666,192
1.7,X86_64,32,1024,16384,12,PC4-2666V,2666,192
2.2,X86_64,32,1024,26624,20,PC4-2666V,2666,192
1.8,X86_64,32,1024,22528,16,PC4-2666V,2666,192
3.2,X86_64,32,1024,49152,16,PC4-2666V,2666,384
2.7,X86_64,32,1024,67584,48,PC4-2666V,2666,384
2.6,X86_64,32,1024,38912,28,PC4-2666V,2666,384
3.4,X86_64,32,1024,38912,12,PC4-2666V,2666,384
3.0,X86_64,32,1024,49152,36,PC4-2666V,2666,384
3.5,X86_64,32,1024,49152,16,PC4-2666V,2666,384
2.1,X86_64,32,1024,71680,52,PC4-2666V,2666,384
2.1,X86_64,32,1024,77824,56,PC4-2666V,2666,384
2.0,X86_64,32,1024,45056,32,PC4-2666V,2666,384
2.1,X86_64,32,1024,67584,48,PC4-2666V,2666,384
2.5,X86_64,32,1024,77824,56,PC4-2666V,2666,384
3.2,X86_64,32,1024,49152,24,PC4-2666V,2666,384
2.3,X86_64,32,1024,49152,36,PC4-2666V,2666,384
2.0,X86_64,32,1024,55296,40,PC4-2666V,2666,384
3.6,X86_64,32,1024,32768,8,PC4-2666V,2666,384
2.2,X86_64,32,1024,38912,28,PC4-2666V,2666,384
3.0,X86_64,32,1024,49152,24,PC4-2666V,2666,384
3.0,X86_64,32,1024,49152,24,PC4-2666V,2666,384
3.9,X86_64,32,1024,49152,16,PC4-2666V,2666,384
2.4,X86_64,32,1024,26624,20,PC4-2666V,2666,384
2.6,X86_64,32,1024,38912,24,PC4-2666V,2666,384
2.6,X86_64,32,1024,38912,24,PC4-2666V,2666,384
2.0,X86_64,32,1024,71680,52,PC4-2666V,2666,384
1.7,X86_64,32,1024,22528,16,PC4-2666V,2666,384
2.1,X86_64,32,1024,32768,24,PC4-2666V,2666,384
2.0,X86_64,32,1024,22528,16,PC4-2666V,2666,384
2.2,X86_64,32,1024,26624,20,PC4-2666V,2666,384
1.7,X86_64,32,1024,16384,12,PC4-2666V,2666,384
3.9,X86_64,32,1024,49152,16,PC4-2666V,2666,384
2.1,X86_64,32,1024,45056,32,PC4-2666V,2666,384
2.1,X86_64,32,1024,90112,64,PC4-2666V,2666,768
2.1,X86_64,32,1024,22528,16,PC4-2666V,2666,384
2.1,X86_64,32,1024,122880,88,PC4-2666V,2666,768
2.1,X86_64,32,1024,45056,32,PC4-2666V,2666,192
2.3,X86_64,32,1024,32768,24,PC4-2666V,2666,192
1.8,X86_64,32,1024,22528,16,PC4-2666V,2666,192
2.2,X86_64,32,1024,38912,28,PC4-2666V,2666,192
2.4,X86_64,32,1024,110592,80,PC4-2666V,2666,768
3.6,X86_64,32,1024,65536,16,PC4-2666V,2666,768
2.1,X86_64,32,1024,67584,48,PC4-2666V,2666,192
2.5,X86_64,32,1024,77824,56,PC4-2666V,2666,192
2.1,X86_64,32,1024,135168,96,PC4-2666V,2666,768
2.7,X86_64,32,1024,135168,96,PC4-2666V,2666,768
2.1,X86_64,32,1024,155648,112,PC4-2666V,2666,768
2.2,X86_64,32,1024,26624,20,PC4-2666V,2666,192
2.5,X86_64,32,1024,155648,112,PC4-2666V,2666,768
2.1,X86_64,32,1024,61440,44,PC4-2666V,2666,192
2.3,X86_64,32,1024,65536,48,PC4-2666V,2666,768
2.2,X86_64,32,1024,77824,56,PC4-2666V,2666,768
3.6,X86_64,32,1024,65536,16,PC4-2666V,2666,768
2.1,X86_64,32,1024,90112,64,PC4-2666V,2666,768
2.6,X86_64,32,1024,16384,8,PC4-2666V,2666,192
3.6,X86_64,32,1024,32768,8,PC4-2666V,2666,192
1.7,X86_64,32,1024,16384,12,PC4-2666V,2666,192
1.7,X86_64,32,1024,22528,16,PC4-2666V,2666,192
2.0,X86_64,32,1024,38912,28,PC4-2666V,2666,384
1.8,X86_64,32,1024,22528,16,PC4-2666V,2666,192
3.2,X86_64,32,1024,49152,16,PC4-2666V,2666,192
3.2,X86_64,32,1024,98304,32,PC4-2666V,2666,768
2.7,X86_64,32,1024,67584,48,PC4-2666V,2666,192
3.5,X86_64,32,1024,49152,16,PC4-2666V,2666,192
3.2,X86_64,32,1024,98304,48,PC4-2666V,2666,768
3.0,X86_64,32,1024,98304,72,PC4-2666V,2666,768
3.2,X86_64,32,1024,49152,24,PC4-2666V,2666,384
2.1,X86_64,32,1024,77824,56,PC4-2666V,2666,384
2.1,X86_64,32,1024,32768,24,PC4-2666V,2666,192
3.5,X86_64,32,1024,98304,32,PC4-2666V,2666,768
2.2,X86_64,64,512,131072,64,0,0,1024
2.0,X86_64,64,512,131072,64,0,0,1024
2.0,X86_64,64,512,131072,64,0,0,1024
1.8,X86_64,32,1024,22528,16,PC4-2666V,2666,192
2.1,X86_64,32,1024,45056,32,PC4-2666V,2666,192
2.3,X86_64,32,1024,49152,36,PC4-2666V,2666,192
2.0,X86_64,32,1024,38912,28,PC4-2666V,2666,192
2.3,X86_64,32,1024,32768,24,PC4-2666V,2666,192
2.1,X86_64,32,1024,61440,44,PC4-2666V,2666,192
2.4,X86_64,32,1024,26624,20,PC4-2666V,2666,192
2.1,X86_64,32,1024,32768,24,PC4-2666V,2666,192
2.2,X86_64,32,1024,26624,20,PC4-2666V,2666,192
2.1,X86_64,32,1024,22528,16,PC4-2666V,2666,192
1.7,X86_64,32,1024,16384,12,PC4-2666V,2666,192
2.2,X86_64,32,1024,38912,28,PC4-2666V,2666,192
3.8,X86_64,32,256,12288,6,PC4-2666V,2666,64
3.8,X86_64,32,256,12288,6,PC4-2666V,2666,64
3.8,X86_64,32,256,12288,6,PC4-2666V,2666,64
3.8,X86_64,32,256,12288,6,PC4-2666V,2666,64
3.8,X86_64,32,256,8192,4,PC4-2666V,2666,64
3.6,X86_64,32,256,8192,4,PC4-2666V,2666,64
3.8,X86_64,32,256,8192,4,PC4-2666V,2666,64
3.5,X86_64,32,256,12288,6,PC4-2666V,2666,64
3.6,X86_64,32,256,8192,4,PC4-2666V,2666,64
3.7,X86_64,32,256,12288,6,PC4-2666V,2666,64
3.8,X86_64,32,256,8192,4,PC4-2666V,2666,64
3.5,X86_64,32,256,12288,6,PC4-2666V,2666,64
3.6,X86_64,32,256,8192,4,PC4-2666V,2666,64
3.7,X86_64,32,256,12288,6,PC4-2666V,2666,64
3.8,X86_64,32,256,8192,4,PC4-2666V,2666,64
3.6,X86_64,32,256,8192,4,PC4-2666V,2666,64
3.5,X86_64,32,256,8192,4,PC4-2666V,2666,64
3.3,X86_64,32,256,12288,6,PC4-2666V,2666,64
3.3,X86_64,32,256,12288,6,PC4-2666V,2666,64
3.5,X86_64,32,256,8192,4,PC4-2666V,2666,64
3.3,X86_64,32,256,12288,6,PC4-2666V,2666,64
3.5,X86_64,32,256,8192,4,PC4-2666V,2666,64
3.5,X86_64,32,256,8192,4,PC4-2666V,2666,64
3.3,X86_64,32,256,12288,6,PC4-2666V,2666,64
3.3,X86_64,32,256,12288,6,PC4-2666V,2666,64
3.3,X86_64,32,256,12288,6,PC4-2666V,2666,64
3.4,X86_64,32,256,8192,4,PC4-2666V,2666,64
3.4,X86_64,32,256,8192,4,PC4-2666V,2666,64
3.3,X86_64,32,256,8192,4,PC4-2666V,2666,64
3.3,X86_64,32,256,8192,4,PC4-2666V,2666,64
2.7,X86_64,32,1024,155648,112,PC4-2933Y,2933,768
2.7,X86_64,32,1024,77824,56,PC4-2933Y,2933,384
3.3,X86_64,32,256,8192,4,PC4-2666V,2666,64
3.3,X86_64,32,256,8192,4,PC4-2666V,2666,64
3.3,X86_64,32,256,12288,6,PC4-2666V,2666,64
3.3,X86_64,32,256,12288,6,PC4-2666V,2666,64
3.1,X86_64,32,256,2048,2,PC4-2666V,2666,64
3.1,X86_64,32,256,2048,2,PC4-2666V,2666,64
3.6,X86_64,32,256,6144,4,PC4-2666V,2666,64
3.8,X86_64,32,256,4096,2,PC4-2666V,2666,64
3.8,X86_64,32,256,4096,2,PC4-2666V,2666,64
2.4,X86_64,32,1024,35840,24,PC4-2933Y,2933,192
3.6,X86_64,32,1024,49152,16,PC4-2933Y,2933,192
2.1,X86_64,32,1024,61440,44,PC4-2933Y,2933,384
3.5,X86_64,32,256,12288,6,PC4-2666V,2666,64
3.7,X86_64,32,256,12288,6,PC4-2666V,2666,64
3.7,X86_64,32,256,12288,6,PC4-2666V,2666,64
2.7,X86_64,32,1024,71680,52,PC4-2933Y,2933,384
2.4,X86_64,32,1024,71680,48,PC4-2933Y,2933,384
2.2,X86_64,32,1024,77824,56,PC4-2933Y,2933,384
2.1,X86_64,32,1024,22528,16,PC4-2933Y,2933,192
2.2,X86_64,32,1024,26624,20,PC4-2933Y,2933,384
2.5,X86_64,32,1024,22528,16,PC4-2933Y,2933,192
1.9,X86_64,32,1024,61440,44,PC4-2933Y,2933,192
2.8,X86_64,32,1024,45056,32,PC4-2933Y,2933,192
2.5,X86_64,32,1024,55296,40,PC4-2933Y,2933,192
1.9,X86_64,32,1024,67584,48,PC4-2933Y,2933,192
1.9,X86_64,32,1024,16384,12,PC4-2933Y,2933,384
1.8,X86_64,32,1024,55296,40,PC4-2933Y,2933,192
3.3,X86_64,32,1024,49152,24,PC4-2933Y,2933,192
3.8,X86_64,32,1024,32768,8,PC4-2933Y,2933,384
2.1,X86_64,32,1024,45056,32,PC4-2933Y,2933,384
2.5,X86_64,32,1024,26624,20,PC4-2933Y,2933,192
2.3,X86_64,32,1024,45056,32,PC4-2933Y,2933,192
3.0,X86_64,32,1024,22528,16,PC4-2933Y,2933,384
2.2,X86_64,32,1024,32768,24,PC4-2933Y,2933,384
3.8,X86_64,32,1024,32768,8,PC4-2933Y,2933,192
2.8,X86_64,32,1024,45056,32,PC4-2933Y,2933,192
3.1,X86_64,32,1024,49152,36,PC4-2933Y,2933,192
2.2,X86_64,32,1024,49152,36,PC4-2933Y,2933,384
2.2,X86_64,32,1024,77824,56,PC4-2933Y,2933,384
2.2,X86_64,32,1024,49152,36,PC4-2666V,2666,768
2.1,X86_64,32,1024,22528,16,PC4-2933Y,2933,384
2.5,X86_64,32,1024,22528,16,PC4-2933Y,2933,384
2.3,X86_64,32,1024,45056,32,PC4-2933Y,2933,384
2.3,X86_64,32,1024,45056,32,PC4-2933Y,2933,384
1.9,X86_64,32,1024,61440,44,PC4-2933Y,2933,384
2.1,X86_64,32,1024,22528,16,PC4-2933Y,2933,768
1.9,X86_64,32,1024,16384,12,PC4-2933Y,2933,384
1.9,X86_64,32,1024,16384,12,PC4-2933Y,2933,384
1.9,X86_64,32,1024,61440,44,PC4-2933Y,2933,384
2.2,X86_64,32,1024,45056,32,PC4-2933Y,2933,384
2.1,X86_64,32,1024,45056,32,PC4-2666V,2666,768
2.5,X86_64,32,1024,55296,40,PC4-2933Y,2933,384
2.1,X86_64,32,1024,45056,32,PC4-2933Y,2933,384
2.1,X86_64,32,1024,71680,48,PC4-2933Y,2933,384
2.2,X86_64,32,1024,45056,32,PC4-2933Y,2933,768
2.2,X86_64,32,1024,49152,36,PC4-2933Y,2933,384
2.1,X86_64,32,1024,22528,16,PC4-2933Y,2933,384
2.3,X86_64,32,1024,90112,64,PC4-2933Y,2933,768
2.5,X86_64,32,1024,26624,20,PC4-2933Y,2933,384
2.4,X86_64,32,1024,35840,24,PC4-2933Y,2933,192
2.1,X86_64,32,1024,22528,16,PC4-2933Y,2933,768
2.2,X86_64,32,1024,77824,56,PC4-2933Y,2933,384
3.1,X86_64,32,1024,49152,36,PC4-2933Y,2933,384
2.2,X86_64,32,1024,77824,56,PC4-2933Y,2933,384
2.2,X86_64,32,1024,32768,24,PC4-2933Y,2933,384
2.2,X86_64,32,1024,45056,32,PC4-2933Y,2933,384
2.1,X86_64,32,1024,55296,40,PC4-2933Y,2933,384
2.1,X86_64,32,1024,27648,20,PC4-2933Y,2933,192
3.3,X86_64,32,1024,49152,16,PC4-2933Y,2933,384
2.7,X86_64,32,1024,71680,52,PC4-2933Y,2933,384
2.5,X86_64,32,1024,55296,40,PC4-2933Y,2933,384
3.3,X86_64,32,1024,49152,24,PC4-2933Y,2933,384
2.2,X86_64,32,1024,26624,20,PC4-2933Y,2933,384
2.7,X86_64,32,1024,71680,52,PC4-2933Y,2933,384
2.9,X86_64,32,1024,71680,48,PC4-2933Y,2933,384
3.0,X86_64,32,1024,22528,16,PC4-2933Y,2933,768
3.6,X86_64,32,1024,49152,16,PC4-2933Y,2933,384
2.4,X86_64,32,1024,71680,48,PC4-2933Y,2933,384
2.5,X86_64,32,1024,27648,20,PC4-2933Y,2933,192
2.1,X86_64,32,1024,71680,48,PC4-2933Y,2933,384
3.1,X86_64,32,1024,49152,36,PC4-2933Y,2933,384
2.2,X86_64,32,1024,49152,36,PC4-2933Y,2933,384
2.6,X86_64,32,1024,49152,36,PC4-2933Y,2933,384
2.1,X86_64,32,1024,55296,40,PC4-2933Y,2933,384
3.3,X86_64,32,1024,49152,16,PC4-2933Y,2933,384
2.7,X86_64,32,1024,38912,24,PC4-2933Y,2933,384
2.4,X86_64,32,1024,71680,48,PC4-2933Y,2933,384
2.1,X86_64,32,1024,71680,48,PC4-2933Y,2933,384
2.1,X86_64,32,1024,45056,32,PC4-2933Y,2933,384
2.9,X86_64,32,1024,71680,48,PC4-2933Y,2933,384
2.6,X86_64,32,1024,49152,36,PC4-2933Y,2933,384
2.6,X86_64,32,1024,49152,36,PC4-2933Y,2933,384
2.2,X86_64,32,1024,26624,20,PC4-2933Y,2933,384
3.8,X86_64,32,1024,32768,8,PC4-2933Y,2933,768
3.8,X86_64,32,1024,65536,16,PC4-2933Y,2933,768
2.1,X86_64,32,1024,122880,88,PC4-2933Y,2933,768
3.3,X86_64,32,1024,98304,48,PC4-2933Y,2933,384
3.3,X86_64,32,1024,49152,16,PC4-2933Y,2933,384
2.6,X86_64,32,1024,98304,72,PC4-2933Y,2933,768
2.9,X86_64,32,1024,71680,48,PC4-2933Y,2933,384
2.7,X86_64,32,1024,143360,104,PC4-2933Y,2933,768
2.1,X86_64,32,1024,55296,40,PC4-2933Y,2933,192
2.1,X86_64,32,1024,71680,48,PC4-2933Y,2933,384
2.1,X86_64,32,1024,45056,32,PC4-2933Y,2933,192
2.8,X86_64,32,1024,45056,32,PC4-2933Y,2933,384
2.2,X86_64,32,1024,49152,36,PC4-2933Y,2933,384
